penalty,mixture,.metric,.estimator,mean,n,std_err,.config
0.8858667904100823,0.4,rsq,standard,0.38405440762250737,5,0.0037437867175491584,pre0_mod093_post0
0.8858667904100823,0.6000000000000001,rmse,standard,2.580686181265759,5,0.0029810541360616866,pre0_mod094_post0
0.8858667904100823,0.6000000000000001,rsq,standard,0.3716192356879805,5,0.003962228649713177,pre0_mod094_post0
0.8858667904100823,0.8,rmse,standard,2.632512461787831,5,0.0021971331006450092,pre0_mod095_post0
0.8858667904100823,0.8,rsq,standard,0.3681360519172239,5,0.00398357069110926,pre0_mod095_post0
0.8858667904100823,1,rmse,standard,2.698170516027423,5,0.0015650981007596803,pre0_mod096_post0
0.8858667904100823,1,rsq,standard,0.35954232034477024,5,0.003947264149030636,pre0_mod096_post0
1.623776739188721,0,rmse,standard,2.494342361713863,5,0.002935762047492184,pre0_mod097_post0
1.623776739188721,0,rsq,standard,0.37723488594962246,5,0.002902487770695814,pre0_mod097_post0
1.623776739188721,0.2,rmse,standard,2.5621576122977308,5,0.0028199468096656204,pre0_mod098_post0
1.623776739188721,0.2,rsq,standard,0.3861374735885505,5,0.0034625024083980113,pre0_mod098_post0
1.623776739188721,0.4,rmse,standard,2.6757541234532054,5,0.001909724085787219,pre0_mod099_post0
1.623776739188721,0.4,rsq,standard,0.3694673100304287,5,0.003975469001801001,pre0_mod099_post0
1.623776739188721,0.6000000000000001,rmse,standard,2.7948203287184996,5,0.0015240462309868397,pre0_mod100_post0
1.623776739188721,0.6000000000000001,rsq,standard,0.35291195181623103,5,0.003872569257080834,pre0_mod100_post0
1.623776739188721,0.8,rmse,standard,2.9340453205304406,5,0.002435820251901808,pre0_mod101_post0
1.623776739188721,0.8,rsq,standard,0.29737384532798233,5,0.0035206088493202133,pre0_mod101_post0
1.623776739188721,1,rmse,standard,3.0753107109900726,5,0.003938238849928134,pre0_mod102_post0
1.623776739188721,1,rsq,standard,0.2973738453279822,5,0.0035206088493202063,pre0_mod102_post0
2.9763514416313193,0,rmse,standard,2.5568325725307,5,0.0022865560366776842,pre0_mod103_post0
2.9763514416313193,0,rsq,standard,0.3611831988917181,5,0.002781445359558648,pre0_mod103_post0
2.9763514416313193,0.2,rmse,standard,2.733184083422723,5,0.0018620311653621976,pre0_mod104_post0
2.9763514416313193,0.2,rsq,standard,0.37678020091893777,5,0.003679483343607666,pre0_mod104_post0
2.9763514416313193,0.4,rmse,standard,2.9498694874686002,5,0.002162102131768256,pre0_mod105_post0
2.9763514416313193,0.4,rsq,standard,0.30420250186493614,5,0.0039451764120388925,pre0_mod105_post0
2.9763514416313193,0.6000000000000001,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod106_post0
2.9763514416313193,0.6000000000000001,rsq,standard,NA,0,NA,pre0_mod106_post0
2.9763514416313193,0.8,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod107_post0
2.9763514416313193,0.8,rsq,standard,NA,0,NA,pre0_mod107_post0
2.9763514416313193,1,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod108_post0
2.9763514416313193,1,rsq,standard,NA,0,NA,pre0_mod108_post0
5.455594781168514,0,rmse,standard,2.6418153595907157,5,0.0017288864066370606,pre0_mod109_post0
5.455594781168514,0,rsq,standard,0.3366138402948117,5,0.0026658505060863915,pre0_mod109_post0
5.455594781168514,0.2,rmse,standard,2.972321697908302,5,0.0023694026840048433,pre0_mod110_post0
5.455594781168514,0.2,rsq,standard,0.3406900910830389,5,0.003664358891113686,pre0_mod110_post0
5.455594781168514,0.4,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod111_post0
5.455594781168514,0.4,rsq,standard,NA,0,NA,pre0_mod111_post0
5.455594781168514,0.6000000000000001,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod112_post0
5.455594781168514,0.6000000000000001,rsq,standard,NA,0,NA,pre0_mod112_post0
5.455594781168514,0.8,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod113_post0
5.455594781168514,0.8,rsq,standard,NA,0,NA,pre0_mod113_post0
5.455594781168514,1,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod114_post0
5.455594781168514,1,rsq,standard,NA,0,NA,pre0_mod114_post0
10,0,rmse,standard,2.738137393913871,5,0.0014828366576222424,pre0_mod115_post0
10,0,rsq,standard,0.3059526889426776,5,0.0025293341585711777,pre0_mod115_post0
10,0.2,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod116_post0
10,0.2,rsq,standard,NA,0,NA,pre0_mod116_post0
10,0.4,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod117_post0
10,0.4,rsq,standard,NA,0,NA,pre0_mod117_post0
10,0.6000000000000001,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod118_post0
10,0.6000000000000001,rsq,standard,NA,0,NA,pre0_mod118_post0
10,0.8,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod119_post0
10,0.8,rsq,standard,NA,0,NA,pre0_mod119_post0
10,1,rmse,standard,3.116494085101578,5,0.0028439954935303,pre0_mod120_post0
10,1,rsq,standard,NA,0,NA,pre0_mod120_post0
